session_id,time_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,stability,weed_class,confidence,n_boxes,infer_ms,fps_inst
SESSION_001_NorthField,30.0,-0.291,-0.3729,9.1054,-0.1511,-0.0177,-0.0587,0.9165,Redroot_Pigweed,0.7524,1,19.39,51.59
SESSION_001_NorthField,30.033,-0.2944,-0.3355,9.3979,-0.1435,-0.1615,-0.0251,0.917,,0.0,0,21.3,46.94
SESSION_001_NorthField,30.067,-0.6215,-0.1742,9.8877,-0.1295,0.0602,0.1065,0.9164,Redroot_Pigweed,0.7876,1,20.49,48.81
SESSION_001_NorthField,30.1,-0.1748,-0.0976,9.7632,-0.1156,0.0325,0.1578,0.9196,Foxtail,0.8024,1,21.44,46.64
SESSION_001_NorthField,30.133,-0.3066,0.1925,10.0397,-0.0768,0.1802,0.1523,0.9196,Foxtail,0.7929,1,21.6,46.29
SESSION_001_NorthField,30.167,-0.0904,-0.0108,9.8478,-0.0743,-0.0184,0.1657,0.9228,Redroot_Pigweed,0.837,1,19.53,51.21
SESSION_001_NorthField,30.2,0.0892,-0.0473,10.1358,0.1057,0.1615,0.1566,0.923,Foxtail,0.8068,1,20.44,48.93
SESSION_001_NorthField,30.233,0.0932,0.0607,10.48,0.0864,0.1149,0.0702,0.9332,,0.0,0,20.38,49.06
SESSION_001_NorthField,30.267,0.2609,0.2461,9.9349,0.1123,0.077,-0.0586,0.9309,Giant_Ragweed,0.6458,1,20.01,49.98
SESSION_001_NorthField,30.3,0.0359,0.113,10.2057,0.1906,0.0893,-0.0546,0.9321,,0.0,0,19.76,50.61
SESSION_001_NorthField,30.333,0.4534,0.1132,9.9257,0.1492,-0.0434,-0.2255,0.9313,Giant_Ragweed,0.6548,1,21.82,45.83
SESSION_001_NorthField,30.367,0.4493,-0.0032,9.6571,0.0364,-0.285,-0.0617,0.9269,Giant_Ragweed,0.5812,1,20.46,48.87
SESSION_001_NorthField,30.4,-0.0732,0.1103,9.4805,0.1367,-0.0781,-0.0838,0.93,Cocklebur,0.8236,2,20.42,48.98
SESSION_001_NorthField,30.433,-0.0155,-0.2229,9.3171,-0.1205,-0.0938,0.026,0.9303,Cocklebur,0.8439,1,19.44,51.45
SESSION_001_NorthField,30.467,-0.2832,-0.265,9.2812,-0.1655,-0.124,-0.0794,0.9371,,0.0,0,21.21,47.15
SESSION_001_NorthField,30.5,-0.2527,-0.1389,9.5704,-0.0729,-0.139,0.037,0.937,,0.0,0,19.19,52.1
SESSION_001_NorthField,30.533,-0.2175,-0.3271,9.3936,-0.0082,-0.0554,-0.0143,0.9179,,0.0,0,20.95,47.74
SESSION_001_NorthField,30.567,-0.2017,-0.1334,9.9933,-0.191,0.1396,0.0713,0.9161,Cocklebur,0.7751,1,20.98,47.67
SESSION_001_NorthField,30.6,-0.1568,-0.0681,9.874,-0.0836,-0.0049,-0.0015,0.9063,Cocklebur,0.7383,1,19.9,50.24
SESSION_001_NorthField,30.633,-0.0482,0.0026,9.8804,-0.1639,-0.0366,0.1802,0.9065,,0.0,0,20.78,48.12
SESSION_001_NorthField,30.667,-0.1562,-0.0864,10.3402,-0.0831,0.0015,0.1473,0.9062,Giant_Ragweed,0.6204,1,20.62,48.49
SESSION_001_NorthField,30.7,-0.1518,0.3563,10.3629,0.1431,0.1123,0.0268,0.9088,,0.0,0,20.35,49.13
SESSION_001_NorthField,30.733,0.1426,0.5637,9.9268,0.1341,0.2252,0.0324,0.9054,Redroot_Pigweed,0.822,2,20.42,48.98
SESSION_001_NorthField,30.767,0.367,0.2513,9.9938,0.2323,0.2287,-0.0223,0.8959,,0.0,0,20.47,48.84
SESSION_001_NorthField,30.8,0.1537,0.0697,10.0539,0.2368,0.0562,-0.0984,0.8939,,0.0,0,20.56,48.65
SESSION_001_NorthField,30.833,0.595,0.169,9.591,-0.0322,-0.1231,-0.0809,0.8952,,0.0,0,20.47,48.85
SESSION_001_NorthField,30.867,0.4297,0.223,10.1399,0.0013,-0.1559,-0.1263,0.9016,Foxtail,0.8202,1,19.08,52.42
SESSION_001_NorthField,30.9,0.1627,-0.1206,9.7154,0.0644,-0.0424,-0.0354,0.8941,Redroot_Pigweed,0.7233,1,20.22,49.46
SESSION_001_NorthField,30.933,-0.0473,-0.1456,9.4216,-0.1552,-0.0133,-0.0852,0.8947,Cocklebur,0.7436,2,20.72,48.27
SESSION_001_NorthField,30.967,-0.1856,-0.1517,9.295,-0.1622,-0.1581,0.1049,0.8931,,0.0,0,20.52,48.74
SESSION_001_NorthField,31.0,-0.204,-0.0641,9.259,-0.0089,0.0385,-0.0026,0.8802,,0.0,0,21.54,46.42
SESSION_001_NorthField,31.033,-0.3428,-0.1283,9.0752,-0.1906,-0.0496,0.0491,0.8902,Cocklebur,0.7687,1,21.14,47.29
SESSION_001_NorthField,31.067,-0.2064,-0.0804,9.2689,-0.0894,0.0754,0.107,0.8917,Foxtail,0.8093,1,19.36,51.66
SESSION_001_NorthField,31.1,-0.3814,-0.1905,10.1763,-0.1226,0.1563,0.1457,0.8975,Redroot_Pigweed,0.7403,1,20.2,49.5
SESSION_001_NorthField,31.133,-0.1788,0.0317,10.2939,-0.1282,-0.0185,0.104,0.8988,,0.0,0,20.03,49.93
SESSION_001_NorthField,31.167,-0.1401,-0.034,10.0181,-0.1479,0.1544,0.1166,0.8976,Foxtail,0.744,2,20.39,49.03
SESSION_001_NorthField,31.2,0.0467,0.2913,10.4138,0.0655,0.2307,0.0694,0.8961,Foxtail,0.779,2,20.4,49.03
SESSION_001_NorthField,31.233,0.1127,0.3992,10.3604,0.2168,0.0497,-0.0261,0.8984,Redroot_Pigweed,0.7815,1,21.13,47.32
SESSION_001_NorthField,31.267,0.3691,0.333,10.3341,0.0848,-0.0279,-0.0836,0.908,Redroot_Pigweed,0.7885,1,20.61,48.51
SESSION_001_NorthField,31.3,0.4423,0.1756,9.8062,0.1555,0.0486,-0.0165,0.9127,,0.0,0,21.88,45.71
SESSION_001_NorthField,31.333,0.4168,0.1415,9.5636,0.0159,-0.0295,0.0047,0.8985,Redroot_Pigweed,0.8341,1,20.69,48.33
SESSION_001_NorthField,31.367,0.3935,0.355,9.9761,0.0477,-0.1086,-0.1972,0.8968,Redroot_Pigweed,0.6616,2,19.4,51.54
SESSION_001_NorthField,31.4,0.0636,-0.071,9.17,0.0754,-0.1108,-0.1815,0.9011,Cocklebur,0.7338,1,19.84,50.41
SESSION_001_NorthField,31.433,0.1216,0.0399,9.4042,0.0461,-0.2536,-0.1619,0.8918,Cocklebur,0.7484,1,21.12,47.34
SESSION_001_NorthField,31.467,0.1158,-0.1459,9.2926,-0.0282,-0.0765,0.0043,0.8877,Giant_Ragweed,0.6023,1,18.46,54.16
SESSION_001_NorthField,31.5,-0.1302,-0.2924,9.2821,-0.2821,0.0483,0.0496,0.895,Giant_Ragweed,0.6346,2,18.78,53.23
SESSION_001_NorthField,31.533,-0.4561,-0.4482,9.5195,-0.1825,-0.093,-0.0199,0.895,Cocklebur,0.7331,1,20.41,48.99
SESSION_001_NorthField,31.567,-0.3551,-0.1769,9.4639,-0.2249,-0.0528,0.205,0.8888,Foxtail,0.8644,1,21.54,46.42
SESSION_001_NorthField,31.6,-0.2781,-0.1214,9.8573,-0.1485,0.0744,0.0711,0.8895,,0.0,0,21.97,45.52
SESSION_001_NorthField,31.633,-0.3776,0.2325,9.9906,-0.0879,0.325,0.1859,0.8727,,0.0,0,20.14,49.65
SESSION_001_NorthField,31.667,-0.3523,-0.0644,10.5403,0.0646,0.2054,0.1367,0.8723,,0.0,0,21.67,46.14
SESSION_001_NorthField,31.7,-0.0552,0.501,9.9486,0.0647,0.1099,0.0041,0.8691,,0.0,0,20.49,48.81
SESSION_001_NorthField,31.733,0.0232,0.2789,10.2657,0.2094,0.1006,-0.0006,0.8689,Foxtail,0.811,1,18.56,53.87
SESSION_001_NorthField,31.767,0.2514,0.3062,10.3035,0.0784,0.1567,-0.0691,0.8729,Cocklebur,0.7778,1,20.39,49.04
SESSION_001_NorthField,31.8,0.0907,0.1454,10.0538,0.0365,-0.059,-0.1359,0.8722,,0.0,0,19.66,50.87
SESSION_001_NorthField,31.833,0.4338,0.2264,9.6751,0.2562,0.0134,-0.0994,0.8912,Foxtail,0.7745,1,21.5,46.51
SESSION_001_NorthField,31.867,0.2139,0.1643,10.0088,0.1405,-0.1683,-0.1707,0.8898,Foxtail,0.8504,1,20.37,49.09
SESSION_001_NorthField,31.9,0.3658,0.1322,9.6486,-0.0057,-0.0347,-0.1071,0.8816,Redroot_Pigweed,0.77,2,18.87,53.0
SESSION_001_NorthField,31.933,0.0452,-0.2554,9.1907,0.0276,-0.1435,0.0381,0.883,Foxtail,0.8068,1,18.6,53.76
SESSION_001_NorthField,31.967,-0.0616,0.0206,9.4571,-0.0006,-0.0947,-0.004,0.885,Cocklebur,0.745,2,20.37,49.08
SESSION_001_NorthField,32.0,-0.2184,-0.1854,9.7103,-0.1063,-0.1113,-0.0394,0.8871,Giant_Ragweed,0.5934,1,17.5,57.16
SESSION_001_NorthField,32.033,-0.3974,-0.1567,9.4385,-0.2028,0.0155,-0.0034,0.8871,Foxtail,0.812,1,19.78,50.56
SESSION_001_NorthField,32.067,0.0251,-0.2471,9.5832,-0.1838,-0.0052,0.0458,0.8941,,0.0,0,20.68,48.36
SESSION_001_NorthField,32.1,-0.4126,-0.2826,10.0738,-0.1038,0.229,0.2171,0.8842,Giant_Ragweed,0.5839,1,19.13,52.27
SESSION_001_NorthField,32.133,-0.1195,-0.0374,9.7512,-0.0681,0.2079,0.0346,0.9056,,0.0,0,21.59,46.31
SESSION_001_NorthField,32.167,-0.3252,0.083,10.4528,0.0704,0.0119,0.0899,0.9038,Foxtail,0.829,1,21.83,45.81
SESSION_001_NorthField,32.2,0.0341,-0.059,10.413,0.0133,0.1336,0.0926,0.9062,Redroot_Pigweed,0.7018,2,19.18,52.14
SESSION_001_NorthField,32.233,0.1932,0.3363,10.0751,0.0142,0.159,0.1013,0.9075,Giant_Ragweed,0.5531,1,20.04,49.89
SESSION_001_NorthField,32.267,0.2401,0.3982,10.0909,0.3378,0.0282,-0.0328,0.8925,Foxtail,0.8145,1,21.59,46.31
SESSION_001_NorthField,32.3,0.2388,0.1282,10.0135,0.1634,0.1155,-0.1096,0.8935,Cocklebur,0.7035,1,20.4,49.02
SESSION_001_NorthField,32.333,0.3103,0.0326,9.5929,0.2086,0.0566,-0.0646,0.8967,Redroot_Pigweed,0.7729,1,18.73,53.4
SESSION_001_NorthField,32.367,0.255,0.0571,9.8274,0.1517,-0.0819,-0.0193,0.9009,,0.0,0,20.23,49.44
SESSION_001_NorthField,32.4,0.5875,0.0052,9.4211,0.0742,-0.0281,-0.1139,0.9034,,0.0,0,19.38,51.61
SESSION_001_NorthField,32.433,0.0968,-0.1392,9.5141,-0.0197,-0.3126,-0.1306,0.8921,Cocklebur,0.8441,1,21.73,46.02
SESSION_001_NorthField,32.467,0.0348,-0.1929,9.1152,-0.2863,-0.0039,-0.0427,0.8978,Foxtail,0.8291,1,21.13,47.33
SESSION_001_NorthField,32.5,0.0867,-0.2034,9.5512,-0.197,-0.0151,-0.1073,0.9006,Redroot_Pigweed,0.8107,1,20.02,49.94
SESSION_001_NorthField,32.533,-0.4178,-0.4543,9.583,-0.1164,-0.1319,0.018,0.8993,Foxtail,0.9304,1,20.57,48.61
SESSION_001_NorthField,32.567,-0.3376,-0.4069,9.4271,-0.3667,0.0241,0.1376,0.8835,Foxtail,0.8425,1,18.83,53.11
SESSION_001_NorthField,32.6,-0.3819,-0.5598,9.8143,-0.1244,-0.11,0.1437,0.8894,,0.0,0,19.5,51.29
SESSION_001_NorthField,32.633,-0.2945,0.0833,9.9446,-0.036,0.0303,0.0914,0.8804,Foxtail,0.8908,2,22.26,44.92
SESSION_001_NorthField,32.667,-0.2003,0.0474,10.39,0.0342,0.2027,0.1912,0.8861,,0.0,0,20.46,48.87
SESSION_001_NorthField,32.7,-0.1455,0.2979,10.0041,0.0773,0.118,0.1823,0.8893,Redroot_Pigweed,0.6677,1,21.52,46.48
SESSION_001_NorthField,32.733,0.1374,0.0416,10.2288,0.1631,0.0973,0.072,0.89,,0.0,0,20.68,48.36
SESSION_001_NorthField,32.767,0.0741,0.2512,10.1031,0.2571,0.0725,-0.0969,0.8956,Redroot_Pigweed,0.8031,1,21.98,45.5
SESSION_001_NorthField,32.8,0.4673,0.2728,10.1403,0.2365,0.0176,-0.1612,0.8939,,0.0,0,18.0,55.55
SESSION_001_NorthField,32.833,0.4435,0.1083,10.0831,0.1594,0.0527,0.0034,0.891,,0.0,0,20.17,49.57
SESSION_001_NorthField,32.867,0.2472,-0.1214,9.6629,0.1032,-0.1209,-0.0826,0.8914,Giant_Ragweed,0.664,1,22.37,44.7
SESSION_001_NorthField,32.9,0.1709,0.2735,9.54,0.0739,-0.0707,-0.0002,0.8863,Foxtail,0.8211,2,21.55,46.41
SESSION_001_NorthField,32.933,0.1548,0.1196,9.6594,-0.0175,-0.211,-0.1629,0.893,,0.0,0,21.99,45.47
SESSION_001_NorthField,32.967,-0.1498,-0.2342,9.6496,0.0329,-0.0548,-0.0624,0.8852,,0.0,0,20.39,49.04
SESSION_001_NorthField,33.0,0.1034,-0.1567,9.4626,-0.0621,-0.115,0.0478,0.8822,Cocklebur,0.8315,1,19.76,50.62
SESSION_001_NorthField,33.033,-0.2244,-0.3224,9.3982,-0.1713,-0.0526,-0.0165,0.8823,Cocklebur,0.8239,1,19.17,52.17
SESSION_001_NorthField,33.067,-0.2813,-0.3729,9.5067,-0.0438,-0.0298,0.1248,0.9037,Foxtail,0.8593,3,19.08,52.4
SESSION_001_NorthField,33.1,-0.2421,0.1148,9.8343,-0.1564,0.0289,0.0822,0.9043,Cocklebur,0.6818,1,21.37,46.8
SESSION_001_NorthField,33.133,-0.3765,-0.3161,9.9561,-0.1694,0.0078,0.1016,0.9102,Cocklebur,0.7718,1,21.02,47.58
SESSION_001_NorthField,33.167,-0.0221,-0.0076,9.7495,-0.0392,0.1399,0.0222,0.9152,Giant_Ragweed,0.6446,1,20.32,49.21
SESSION_001_NorthField,33.2,-0.0324,0.145,10.3165,-0.0424,0.1639,0.0857,0.9169,Redroot_Pigweed,0.7866,1,21.01,47.6
SESSION_001_NorthField,33.233,0.2372,0.4545,10.0858,0.1563,-0.0013,0.1675,0.9155,,0.0,0,20.57,48.61
SESSION_001_NorthField,33.267,0.1932,0.3804,9.9539,0.0578,0.025,0.0184,0.9145,,0.0,0,21.55,46.39
SESSION_001_NorthField,33.3,0.5105,-0.0077,9.81,0.1387,0.0304,-0.0923,0.9272,Giant_Ragweed,0.5889,1,21.54,46.42
SESSION_001_NorthField,33.333,0.4098,0.1983,9.9498,0.2204,-0.0695,0.0066,0.9231,,0.0,0,19.12,52.3
SESSION_001_NorthField,33.367,0.6539,0.1236,9.6079,0.0608,-0.0853,-0.142,0.9232,Giant_Ragweed,0.5726,3,20.73,48.24
SESSION_001_NorthField,33.4,0.1923,-0.0126,9.1639,0.103,0.0274,0.0043,0.9237,Redroot_Pigweed,0.7631,2,18.4,54.36
SESSION_001_NorthField,33.433,0.1574,0.012,9.4063,-0.0673,-0.2003,-0.1613,0.9239,,0.0,0,20.56,48.64
SESSION_001_NorthField,33.467,-0.1708,-0.381,9.2854,-0.0313,-0.3005,-0.0397,0.9153,Foxtail,0.8389,1,21.13,47.34
SESSION_001_NorthField,33.5,-0.2354,-0.2907,9.3319,-0.0582,-0.1403,0.0737,0.9167,Giant_Ragweed,0.6088,1,18.82,53.12
SESSION_001_NorthField,33.533,-0.1766,-0.1782,9.2909,-0.142,-0.0799,-0.0286,0.9165,Cocklebur,0.7685,1,19.9,50.25
SESSION_001_NorthField,33.567,-0.1673,-0.126,9.9046,-0.1473,-0.0448,0.0657,0.9181,Cocklebur,0.7685,1,20.41,48.99
SESSION_001_NorthField,33.6,0.0982,-0.1445,9.8105,-0.1002,0.0648,0.1571,0.918,,0.0,0,20.68,48.35
SESSION_001_NorthField,33.633,-0.3117,-0.1206,9.793,-0.1207,0.0026,-0.0357,0.9155,,0.0,0,20.07,49.84
SESSION_001_NorthField,33.667,-0.3371,0.0074,10.052,0.0271,0.0179,0.1502,0.9158,,0.0,0,18.99,52.65
SESSION_001_NorthField,33.7,0.0496,0.2348,10.4759,0.1273,0.0659,0.0681,0.9155,,0.0,0,20.34,49.18
SESSION_001_NorthField,33.733,-0.088,0.2061,10.4471,0.0023,0.055,0.1262,0.9166,,0.0,0,18.42,54.3
SESSION_001_NorthField,33.767,0.2965,0.0877,9.9633,0.2634,0.2462,-0.0505,0.9021,,0.0,0,20.12,49.7
SESSION_001_NorthField,33.8,0.2311,0.0602,9.9606,0.1226,0.1568,-0.1244,0.9014,Giant_Ragweed,0.6895,1,19.87,50.33
SESSION_001_NorthField,33.833,0.3804,-0.0188,9.853,0.3062,-0.1504,-0.1071,0.8861,,0.0,0,20.24,49.41
SESSION_001_NorthField,33.867,0.495,0.3475,9.7413,0.0982,-0.2178,-0.129,0.8843,Cocklebur,0.7551,3,19.73,50.69
SESSION_001_NorthField,33.9,0.2408,0.1527,9.5267,0.132,-0.1061,-0.1119,0.8915,,0.0,0,18.59,53.79
SESSION_001_NorthField,33.933,0.2795,-0.0874,9.4972,0.0727,0.0349,-0.115,0.8898,Foxtail,0.8183,1,19.96,50.1
SESSION_001_NorthField,33.967,0.1289,-0.2302,9.5368,-0.0762,-0.0634,-0.1798,0.896,,0.0,0,21.52,46.47
SESSION_001_NorthField,34.0,-0.423,-0.3113,9.5411,-0.0933,-0.0981,-0.0275,0.894,,0.0,0,21.91,45.63
SESSION_001_NorthField,34.033,-0.3955,-0.0859,9.3429,-0.021,-0.0944,0.0335,0.8887,,0.0,0,23.33,42.87
SESSION_001_NorthField,34.067,-0.5669,0.0538,9.1976,-0.1758,0.0757,0.0459,0.8893,,0.0,0,22.43,44.58
SESSION_001_NorthField,34.1,-0.048,-0.265,9.4815,-0.1716,0.053,0.1029,0.8893,Giant_Ragweed,0.5361,2,18.96,52.73
SESSION_001_NorthField,34.133,-0.3202,0.084,9.7712,-0.195,0.2199,0.1043,0.8863,Redroot_Pigweed,0.8163,1,19.91,50.23
SESSION_001_NorthField,34.167,0.0586,0.0196,9.8006,0.0756,-0.0249,0.0129,0.8783,Redroot_Pigweed,0.7559,1,20.37,49.09
SESSION_001_NorthField,34.2,-0.3221,0.0831,10.4113,-0.0268,0.1539,0.058,0.8787,Giant_Ragweed,0.619,1,20.3,49.27
SESSION_001_NorthField,34.233,-0.0184,0.4205,10.0171,0.1671,0.0643,0.0501,0.8814,Cocklebur,0.798,1,20.48,48.82
SESSION_001_NorthField,34.267,0.3206,0.24,10.3706,0.0703,0.1133,-0.0111,0.8944,Giant_Ragweed,0.5321,1,23.29,42.94
SESSION_001_NorthField,34.3,0.3263,0.2914,9.8303,0.239,0.0573,-0.1271,0.8912,Foxtail,0.846,1,19.1,52.35
SESSION_001_NorthField,34.333,0.4271,0.2475,10.1568,0.2123,0.0287,0.0016,0.9096,,0.0,0,19.54,51.17
SESSION_001_NorthField,34.367,0.1475,-0.1063,9.8193,0.1065,0.0189,-0.1521,0.9154,,0.0,0,22.37,44.7
SESSION_001_NorthField,34.4,0.4732,0.0847,9.9652,0.0218,0.0147,-0.1743,0.9157,Cocklebur,0.8643,1,19.66,50.86
SESSION_001_NorthField,34.433,0.2689,-0.1462,9.277,-0.0298,0.0391,-0.0863,0.9117,Giant_Ragweed,0.5564,1,20.87,47.91
SESSION_001_NorthField,34.467,0.0722,-0.3676,9.2836,-0.0927,-0.1165,-0.0815,0.9123,Giant_Ragweed,0.6566,2,21.64,46.21
SESSION_001_NorthField,34.5,-0.2334,-0.2983,9.2859,-0.0094,-0.1417,0.0104,0.9125,Foxtail,0.8208,1,20.98,47.66
SESSION_001_NorthField,34.533,-0.2021,-0.3282,9.37,-0.1207,-0.1601,0.068,0.9167,Giant_Ragweed,0.6596,1,20.63,48.47
SESSION_001_NorthField,34.567,-0.3717,-0.0809,9.4417,-0.239,0.0196,0.0974,0.9125,Redroot_Pigweed,0.743,1,21.53,46.45
SESSION_001_NorthField,34.6,-0.5969,-0.3408,9.607,-0.1606,0.101,0.0835,0.9124,Cocklebur,0.7423,1,19.33,51.74
SESSION_001_NorthField,34.633,-0.3186,-0.2146,9.7887,-0.1175,-0.0301,0.1318,0.9266,Foxtail,0.8161,1,19.8,50.49
SESSION_001_NorthField,34.667,-0.2432,0.0407,9.62,-0.2265,0.1997,0.0033,0.9247,Redroot_Pigweed,0.7894,3,21.04,47.52
SESSION_001_NorthField,34.7,0.0686,-0.0929,10.3715,-0.0101,0.1118,0.1442,0.9253,Giant_Ragweed,0.643,1,17.92,55.81
SESSION_001_NorthField,34.733,-0.2815,0.0896,10.8217,0.1236,0.0108,0.0226,0.9213,Cocklebur,0.8572,1,22.1,45.25
SESSION_001_NorthField,34.767,0.2242,-0.0109,10.3107,0.1037,0.0158,0.1253,0.9236,,0.0,0,20.76,48.16
SESSION_001_NorthField,34.8,0.1186,0.3863,9.9502,0.1643,-0.0337,0.0337,0.9305,Giant_Ragweed,0.5817,1,20.58,48.58
SESSION_001_NorthField,34.833,0.3929,0.1703,9.834,0.1875,-0.0814,-0.0808,0.9301,Redroot_Pigweed,0.7701,2,18.44,54.22
SESSION_001_NorthField,34.867,0.3954,0.1434,9.9877,0.1006,-0.0095,-0.0911,0.9278,Foxtail,0.8421,2,18.86,53.03
SESSION_001_NorthField,34.9,0.2625,0.1887,9.7569,0.144,-0.0244,-0.0289,0.9268,Cocklebur,0.7612,1,19.92,50.2
SESSION_001_NorthField,34.933,0.2859,-0.1604,9.4599,0.145,0.02,-0.2261,0.9276,Redroot_Pigweed,0.7901,1,21.37,46.8
SESSION_001_NorthField,34.967,-0.161,-0.1933,9.5545,-0.1555,-0.1744,-0.0752,0.9258,Foxtail,0.8598,1,17.91,55.84
SESSION_001_NorthField,35.0,0.0487,-0.3743,8.9474,-0.1174,-0.0735,0.0726,0.9271,Giant_Ragweed,0.6243,1,21.35,46.85
SESSION_001_NorthField,35.033,-0.3469,-0.4072,9.5442,0.0556,-0.1179,0.0623,0.9248,Redroot_Pigweed,0.793,1,19.97,50.08
SESSION_001_NorthField,35.067,-0.5563,-0.3766,9.5453,-0.1357,-0.0183,0.0005,0.9266,,0.0,0,20.13,49.67
SESSION_001_NorthField,35.1,-0.3908,-0.2618,9.4562,-0.1452,-0.0888,0.1002,0.9269,Cocklebur,0.7999,1,20.7,48.3
SESSION_001_NorthField,35.133,-0.6315,-0.163,9.5527,-0.1318,-0.0158,0.0393,0.925,Giant_Ragweed,0.5821,1,20.72,48.26
SESSION_001_NorthField,35.167,-0.1922,0.0387,10.0427,0.041,0.1702,0.0773,0.9405,Cocklebur,0.7588,1,19.55,51.16
SESSION_001_NorthField,35.2,-0.143,-0.0368,10.4433,-0.0754,0.001,0.101,0.938,Redroot_Pigweed,0.8015,2,21.15,47.28
SESSION_001_NorthField,35.233,0.2249,0.2297,10.1996,0.1344,0.1622,0.0809,0.9378,,0.0,0,17.62,56.76
SESSION_001_NorthField,35.267,0.2743,0.3084,10.0838,0.0886,0.0329,0.0549,0.9331,Foxtail,0.8763,1,19.86,50.35
SESSION_001_NorthField,35.3,0.0752,0.1791,10.2257,0.0822,-0.1079,0.044,0.9321,Foxtail,0.878,1,20.58,48.58
SESSION_001_NorthField,35.333,0.2167,0.0997,10.4204,0.1309,-0.2056,-0.1376,0.9234,Cocklebur,0.8021,1,19.99,50.03
SESSION_001_NorthField,35.367,0.4205,0.1666,9.9692,0.1273,0.0663,-0.0893,0.925,Giant_Ragweed,0.614,1,18.21,54.92
SESSION_001_NorthField,35.4,0.411,0.0306,9.805,0.0505,-0.2429,-0.151,0.916,Giant_Ragweed,0.6416,1,21.31,46.93
SESSION_001_NorthField,35.433,0.3604,-0.0092,9.7752,0.1233,-0.1198,-0.1161,0.9216,Redroot_Pigweed,0.7417,1,18.9,52.9
SESSION_001_NorthField,35.467,0.222,0.0972,9.5064,-0.0871,-0.0909,-0.1138,0.9251,,0.0,0,20.32,49.22
SESSION_001_NorthField,35.5,-0.1176,-0.2004,9.2049,-0.0738,-0.2085,-0.0033,0.9242,Cocklebur,0.8339,2,20.58,48.58
SESSION_001_NorthField,35.533,-0.176,-0.343,9.038,-0.0847,-0.1143,0.0708,0.9251,Giant_Ragweed,0.5553,1,20.42,48.96
SESSION_001_NorthField,35.567,-0.1224,-0.375,9.3007,-0.1382,0.0136,0.1137,0.9273,Giant_Ragweed,0.625,1,21.8,45.87
SESSION_001_NorthField,35.6,-0.3954,-0.3222,9.4176,-0.0824,0.0484,0.0126,0.9205,,0.0,0,20.34,49.17
SESSION_001_NorthField,35.633,-0.2659,-0.3337,9.9533,-0.1498,0.0334,0.0896,0.9221,,0.0,0,20.91,47.82
SESSION_001_NorthField,35.667,-0.2897,0.1253,10.162,-0.0166,0.1225,0.0306,0.9197,,0.0,0,20.33,49.18
SESSION_001_NorthField,35.7,-0.2001,-0.2474,10.1855,0.0459,0.1111,0.0133,0.9192,,0.0,0,21.14,47.31
SESSION_001_NorthField,35.733,0.0331,0.248,9.9866,0.1323,0.0369,0.0141,0.9202,,0.0,0,22.07,45.31
SESSION_001_NorthField,35.767,0.0617,0.1019,10.6141,-0.0443,0.1863,0.0357,0.9237,Cocklebur,0.7596,1,20.57,48.63
SESSION_001_NorthField,35.8,0.2559,0.173,10.1137,0.1809,0.0672,0.005,0.9249,,0.0,0,21.34,46.86
SESSION_001_NorthField,35.833,0.184,0.0902,10.1918,0.2219,-0.1451,-0.0237,0.9272,,0.0,0,22.15,45.15
SESSION_001_NorthField,35.867,0.3166,0.3785,9.9105,0.1009,-0.0047,-0.0535,0.9234,Foxtail,0.8811,1,22.03,45.4
SESSION_001_NorthField,35.9,0.3592,0.0731,9.7564,0.0512,-0.1364,-0.1507,0.9355,Giant_Ragweed,0.596,1,19.94,50.16
SESSION_001_NorthField,35.933,0.1006,0.0862,9.6586,-0.0161,-0.1362,-0.0227,0.936,,0.0,0,21.64,46.2
SESSION_001_NorthField,35.967,0.0551,0.0653,9.2814,-0.1044,-0.119,-0.0232,0.936,,0.0,0,20.7,48.31
SESSION_001_NorthField,36.0,-0.0698,-0.1806,9.6237,-0.0267,-0.1692,-0.0618,0.9392,,0.0,0,21.74,46.0
SESSION_001_NorthField,36.033,-0.1518,-0.4247,9.0652,0.0581,0.0704,-0.0188,0.934,,0.0,0,21.08,47.43
SESSION_001_NorthField,36.067,-0.3311,-0.2769,9.2651,-0.1922,-0.1488,0.0043,0.9277,,0.0,0,20.73,48.24
SESSION_001_NorthField,36.1,-0.1865,-0.3119,9.8806,-0.183,0.0247,-0.0011,0.9323,Giant_Ragweed,0.6307,1,20.92,47.8
SESSION_001_NorthField,36.133,-0.6432,-0.1986,9.9214,-0.1176,0.0968,0.1359,0.9312,Redroot_Pigweed,0.7966,1,20.71,48.29
SESSION_001_NorthField,36.167,0.19,-0.0387,10.494,-0.1999,0.1044,0.1485,0.925,Foxtail,0.9074,1,20.75,48.19
SESSION_001_NorthField,36.2,-0.2612,0.058,10.152,-0.068,0.1033,0.0298,0.9256,Redroot_Pigweed,0.8044,1,20.21,49.48
SESSION_001_NorthField,36.233,0.0724,0.2293,10.5748,0.0446,0.0857,-0.0168,0.9212,Cocklebur,0.8646,1,20.1,49.76
SESSION_001_NorthField,36.267,0.0115,0.3118,9.8871,0.0308,0.0291,-0.0372,0.9101,Redroot_Pigweed,0.7679,1,22.52,44.41
SESSION_001_NorthField,36.3,0.3634,0.2299,9.9231,0.2337,-0.0108,-0.0157,0.9074,Giant_Ragweed,0.6167,1,20.97,47.68
